invoice_id,vendor_id,vendor_name,employee_id,employee_name,dept_id,dept_name,trx_date,amount,currency,payment_method,description
INV-000362,43,Rodriguez LLC,93,Kenneth Scott,7,Marketing,2024-04-02,8766.18,USD,Wire,Republican behavior TV today.
INV-000363,42,George Group,43,Deborah Figueroa,3,HR,2024-06-30,902.11,USD,Wire,Including time learn security oil measure PM.
INV-000364,30,"Snyder, Campos and Callahan",16,Courtney Gonzalez,4,HR,2024-01-07,8513.63,USD,Wire,Avoid nothing itself who door end.
INV-000365,27,Baker and Sons,73,Evelyn Galvan,2,Sales,2024-03-18,550.08,USD,ACH,Unit hotel story for laugh do.
INV-000366,50,"Harris, Collins and Carney",1,Sierra Johnson,3,Marketing,2024-06-19,817.31,USD,ACH,Carry show board black last.
INV-000367,37,Smith-Bowen,56,Dustin Jordan,4,Finance,2024-09-07,7647.19,USD,Check,Image movie who debate final enter.
INV-000368,31,Burton Ltd,42,Victoria Larson,7,HR,2024-01-20,3839.33,USD,ACH,Bed space fight relate.
INV-000369,2,Doyle Ltd,40,Tracy House,1,Finance,2024-11-16,6770.71,USD,Wire,American structure foreign before eat green message quality.
INV-000370,11,Blair PLC,77,Ashley Waller,3,Finance,2024-01-24,662.22,USD,ACH,Star community weight take new.
INV-000371,22,"Watts, Robinson and Nguyen",52,Crystal Robinson,2,Marketing,2024-09-07,9961.43,USD,ACH,Economic left sound cause activity store work.
INV-000372,14,"Mcclure, Ward and Lee",49,Dustin Jordan,3,Legal,2024-10-28,3600.0,USD,Credit Card,Cup hundred rather visit.
INV-000373,39,Harrell LLC,57,Jessica Smith,1,HR,2024-12-04,55.67,USD,Wire,Old else spend against.
INV-000374,31,Burton Ltd,85,Connor West,6,HR,2024-04-15,7021.66,USD,Wire,Cup position speak begin.
INV-000375,40,"Romero, Gonzalez and Brooks",80,Amber Kidd,3,Engineering,2024-03-11,6060.29,USD,Credit Card,Business walk anything under item right.
INV-000376,32,Carlson-Cruz,46,Cheyenne Horton,4,Sales,2024-04-12,1994.48,USD,ACH,Ahead raise common Democrat cost evidence third.
INV-000377,3,"Mcclain, Miller and Henderson",2,Jose Schultz,1,Engineering,2024-04-16,5485.91,USD,Check,Pass pay positive.
INV-000378,10,Abbott-Munoz,59,Christopher Bass,3,Finance,2024-01-07,9494.97,USD,Credit Card,Include nearly article evidence case current this.
INV-000379,7,Blake and Sons,55,Amber Wright,1,Engineering,2024-01-21,8133.65,USD,Credit Card,Eat yes myself affect him require look.
INV-000380,1,"Rodriguez, Figueroa and Sanchez",80,Zachary Ferrell,6,Engineering,2024-12-05,8521.47,USD,Wire,General not focus establish ago others ahead.
INV-000381,22,"Watts, Robinson and Nguyen",89,Shannon Walker,7,Finance,2024-07-24,1836.87,USD,ACH,Around yard morning short yourself.
INV-000382,8,"Henderson, Ramirez and Lewis",76,Shannon Walker,7,HR,2024-01-31,1333.79,USD,Check,Beyond prevent entire staff.
INV-000383,12,Dudley Group,94,Tracy House,4,Finance,2024-07-02,6117.12,USD,Credit Card,Shake way offer work.
INV-000384,27,Baker and Sons,87,Ashley Waller,7,Operations,2024-02-02,4412.47,USD,ACH,Great stuff suddenly compare or south.
INV-000385,43,Rodriguez LLC,85,Christopher Rubio,2,Finance,2024-09-22,8732.7,USD,Wire,Trial agreement red way nor none.
INV-000386,43,Rodriguez LLC,79,Timothy Duncan,1,Operations,2024-07-16,6766.19,USD,ACH,Student special wife my compare.
INV-000387,33,"Ferrell, Rice and Maddox",36,Timothy Duncan,5,Marketing,2024-09-10,2500.0,USD,Check,Bed discussion despite.
INV-000388,26,Wilkerson-Day,64,Sierra Johnson,3,Engineering,2024-02-10,8172.86,USD,Check,Long forward pass southern future concern sort.
INV-000389,48,"Martin, Rose and Obrien",78,Megan Orr,6,Sales,2024-02-22,2800.0,USD,ACH,Arrive challenge relate center book money.
INV-000390,42,George Group,72,Kathy Rivas,5,HR,2024-06-23,1200.0,USD,Check,Whether health walk how big few.
INV-000391,46,Spence PLC,44,Anna Henderson,7,Operations,2024-08-19,6575.1,USD,Wire,Wish run join police.
INV-000392,36,Rodriguez-Graham,92,Joyce Solis,6,Finance,2024-12-25,5224.63,USD,Credit Card,Power company why really up skin development.
INV-000393,17,James Group,25,David Douglas Jr.,3,Engineering,2024-04-06,6112.41,USD,Check,Sport her safe family concern ability reduce of.
INV-000394,3,"Mcclain, Miller and Henderson",85,Erin Edwards,5,Marketing,2024-12-10,9267.0,USD,Check,Allow own TV whose determine not view.
INV-000395,1,"Rodriguez, Figueroa and Sanchez",66,Stephanie Manning,2,Operations,2024-01-25,5308.34,USD,ACH,Former back get floor.
INV-000396,47,Anderson Group,65,Stephen Mckee,4,HR,2024-02-23,8154.29,USD,ACH,Start prove role from.
INV-000397,18,"Flowers, Martin and Kelly",53,Jason Powell,6,Operations,2024-06-24,3984.72,USD,Wire,Enter economic attack.
INV-000398,45,"Arroyo, Miller and Tucker",26,Angela Lopez,5,Operations,2024-06-09,5482.58,USD,Wire,Skin result answer just information.
INV-000399,44,Allen-Allen,23,Garrett Lin,5,Operations,2024-12-10,3459.48,USD,Wire,This manage her national.
INV-000400,46,Spence PLC,91,Christine Wright,6,Operations,2024-06-29,1162.9,USD,Wire,Stock small official serve.
INV-000401,28,"Hoffman, Baker and Richards",8,Sarah Moore,3,Legal,2024-09-24,8084.96,USD,ACH,Class available suffer far five.
INV-000402,19,"Adams, Zuniga and Wong",97,Jeffrey Chandler,1,Sales,2024-03-15,6837.07,USD,Check,Avoid color heart rule.
INV-000403,7,Blake and Sons,72,Stephen Mckee,2,HR,2024-12-11,6164.93,USD,Wire,Walk within full world throw relate issue.
INV-000404,45,"Arroyo, Miller and Tucker",41,Larry Dixon,1,Engineering,2024-07-14,6648.29,USD,Wire,Parent its approach former.
INV-000405,13,Arnold Ltd,83,Deborah Figueroa,7,HR,2024-08-14,6209.41,USD,ACH,Important never understand music produce.
INV-000406,50,"Harris, Collins and Carney",24,Brittney Phillips,6,HR,2024-04-09,7251.9,USD,Credit Card,Down anyone occur style child.
INV-000407,25,"Walter, Edwards and Rios",43,Sharon Cochran,6,Marketing,2024-05-22,3000.0,USD,Credit Card,About because station person lose best.
INV-000408,10,Abbott-Munoz,46,John Daniel,7,Operations,2024-01-20,9287.0,USD,Wire,Color factor bank such final.
INV-000409,34,Frazier Inc,70,Victor Baker,4,Engineering,2024-04-04,2207.42,USD,Wire,Likely thus enter politics hold he.
INV-000410,15,Williams and Sons,97,Megan Orr,5,Finance,2024-12-05,8835.13,USD,Credit Card,Hard knowledge enjoy let difficult environmental.
INV-000411,8,"Henderson, Ramirez and Lewis",32,Michael Lewis,6,Sales,2024-08-16,6692.7,USD,Check,Character recent benefit property.
INV-000412,8,"Henderson, Ramirez and Lewis",66,Diana May,4,Finance,2024-10-03,2600.0,USD,Credit Card,Including series dinner article hit mission whole.
INV-000413,19,"Adams, Zuniga and Wong",99,Victor Baker,5,Engineering,2024-04-08,600.0,USD,Credit Card,Of dog federal house take alone number.
INV-000414,14,"Mcclure, Ward and Lee",69,Angel Perry,6,Legal,2024-04-19,6706.65,USD,Check,Song quality per build serious common worker.
INV-000415,42,George Group,43,Shannon Jones,1,Engineering,2024-02-06,8169.38,USD,Credit Card,Speak call interest write itself.
INV-000416,12,Dudley Group,58,Elizabeth Kelley,4,Finance,2024-01-14,7944.21,USD,Wire,Challenge organization floor road southern beautiful news need.
INV-000417,2,Doyle Ltd,97,Joyce Solis,5,Engineering,2024-03-01,3901.12,USD,Credit Card,Mind true actually red onto.
INV-000418,23,Perez Inc,37,Stephanie Salazar,4,Finance,2024-02-24,9281.2,USD,Check,Both change note old who beyond.
INV-000419,43,Rodriguez LLC,70,Christopher Bass,6,Marketing,2024-03-21,2000.0,USD,Wire,None big experience movie.
INV-000420,44,Allen-Allen,72,James Brown,1,Engineering,2024-11-27,8870.91,USD,Credit Card,There enough pressure occur list common.
INV-000421,37,Smith-Bowen,93,John Whitehead,2,Finance,2024-10-02,1100.0,USD,ACH,Century participant really although threat former.
INV-000422,11,Blair PLC,73,Timothy Duncan,7,Legal,2024-11-11,1848.09,USD,Check,Any little environmental head full.
INV-000423,42,George Group,75,Julia Torres,3,Sales,2024-05-28,5501.15,USD,ACH,Financial successful teach range win.
INV-000424,43,Rodriguez LLC,43,Cameron Fisher,6,Sales,2024-02-21,1000.0,USD,ACH,Care wind kitchen stay especially.
INV-000425,37,Smith-Bowen,29,David Douglas Jr.,6,Operations,2024-06-10,5672.95,USD,Check,Painting become kid tree imagine machine.
INV-000426,18,"Flowers, Martin and Kelly",58,Anna Henderson,7,Sales,2024-03-09,8402.7,USD,Check,Test start middle city find medical career.
INV-000427,36,Rodriguez-Graham,18,Victor Baker,2,Sales,2024-11-26,1097.24,USD,Credit Card,These ahead cover strategy student economic lead.
INV-000428,47,Anderson Group,75,Cameron Parker,7,HR,2024-01-10,763.25,USD,ACH,Relate ever statement measure play buy.
INV-000429,3,"Mcclain, Miller and Henderson",20,Aaron Wise,4,Marketing,2024-10-05,5520.42,USD,Wire,Drop major land.
INV-000430,9,Garcia-James,79,Courtney Gonzalez,2,Legal,2024-01-21,4652.36,USD,ACH,Only glass clear thus see read expect.
INV-000431,29,"Ross, Robinson and Bright",95,Christopher Rubio,4,Sales,2024-10-16,1600.63,USD,Credit Card,Anyone take sister Democrat determine different.
INV-000432,15,Williams and Sons,67,Aaron Wise,4,Finance,2024-01-21,7617.11,USD,Check,Especially important after sister should.
INV-000433,3,"Mcclain, Miller and Henderson",36,Amber Wright,3,HR,2024-11-28,408.65,USD,ACH,Listen car community.
INV-000434,25,"Walter, Edwards and Rios",33,Jessica Smith,2,HR,2024-07-06,6540.22,USD,Check,Difference part wall.
INV-000435,23,Perez Inc,65,Carol Tucker,4,Marketing,2024-06-25,8174.2,USD,ACH,Interest heavy give edge level.
INV-000436,5,"Guzman, Hoffman and Baldwin",92,Amber Kidd,6,Marketing,2024-05-23,5150.27,USD,Check,Station however bill memory production successful hear.
INV-000437,22,"Watts, Robinson and Nguyen",83,Rebecca Valencia,1,Marketing,2024-09-03,7205.35,USD,Credit Card,Participant fear blue as write political technology end.
INV-000438,9,Garcia-James,19,Richard Aguirre,2,Sales,2024-03-23,5739.13,USD,ACH,Could military drive arm tax.
INV-000439,34,Frazier Inc,94,Rebecca Jackson,7,Sales,2024-11-02,9582.8,USD,Credit Card,Identify floor cause agent market fast trade identify.
INV-000440,14,"Mcclure, Ward and Lee",77,James Brown,7,HR,2024-08-29,4497.54,USD,ACH,On yes staff.
INV-000441,40,"Romero, Gonzalez and Brooks",77,Erin Edwards,1,Marketing,2024-05-15,6599.89,USD,Check,Risk develop movement size trade public.
INV-000442,25,"Walter, Edwards and Rios",54,William Baker,5,Engineering,2024-01-09,1330.81,USD,ACH,Feel color price next family likely scientist.
INV-000443,31,Burton Ltd,70,Jessica Holmes,7,Operations,2024-01-07,3300.0,USD,Check,Several consumer quite friend become great season.
INV-000444,34,Frazier Inc,62,Kathy Rivas,4,Sales,2024-01-23,4212.63,USD,Credit Card,Inside thought he one less.
INV-000445,28,"Hoffman, Baker and Richards",77,Jeffrey Chandler,4,Sales,2024-09-01,1347.49,USD,ACH,Like term on want.
INV-000446,1,"Rodriguez, Figueroa and Sanchez",89,Matthew Mcmillan,4,Sales,2024-01-04,100.0,USD,Credit Card,Line create build quite.
INV-000447,10,Abbott-Munoz,47,Cameron Fisher,3,Operations,2024-10-26,4266.46,USD,Check,Fear approach take case customer important notice.
INV-000448,49,Hickman Ltd,72,Shannon Walker,3,Sales,2024-10-09,2044.9,USD,Wire,Century television Congress ball forward would finish.
INV-000449,50,"Harris, Collins and Carney",58,Angel Perry,2,Engineering,2024-03-11,7057.89,USD,ACH,Above event seven collection.
INV-000450,33,"Ferrell, Rice and Maddox",7,Jordan Henderson,4,Operations,2024-06-22,4011.6,USD,Credit Card,Majority shake because pass.
INV-000451,6,"Gardner, Robinson and Lawrence",29,Deborah Figueroa,1,HR,2024-08-29,8234.32,USD,Credit Card,Idea whole himself also current health.
INV-000452,47,Anderson Group,77,Richard Aguirre,7,Legal,2024-07-24,3849.42,USD,ACH,Throughout series most.
INV-000453,41,Ryan PLC,37,Amy Silva,1,Legal,2024-01-06,4948.74,USD,ACH,Quality phone eat.
INV-000454,40,"Romero, Gonzalez and Brooks",12,Daniel Baker,7,Finance,2024-01-19,1703.13,USD,Wire,Fine bill me fill assume animal.
INV-000455,43,Rodriguez LLC,71,Shirley Suarez,6,Legal,2024-10-27,3500.0,USD,Wire,Lay minute model its rather.
INV-000456,23,Perez Inc,52,Michelle Harmon,1,Sales,2024-05-21,9633.24,USD,ACH,Garden top grow could.
INV-000457,27,Baker and Sons,66,Michael Evans,5,Legal,2024-01-20,5067.32,USD,Wire,Affect difference world deep against mean.
INV-000458,45,"Arroyo, Miller and Tucker",100,Evelyn Galvan,6,Finance,2024-07-12,4433.26,USD,Credit Card,Hand practice also theory.
INV-000459,31,Burton Ltd,90,Lisa Barnes,7,Sales,2024-02-04,1171.52,USD,Check,Side perhaps order answer blue.
INV-000460,23,Perez Inc,52,Robert Potter,6,Legal,2024-01-05,5169.88,USD,Wire,Answer break know.
INV-000461,5,"Guzman, Hoffman and Baldwin",35,Lauren Daniels,6,Operations,2024-04-01,5549.97,USD,ACH,Natural listen check receive.
INV-000462,32,Carlson-Cruz,26,Mike Allen,7,HR,2024-04-30,7373.75,USD,Wire,Act inside big minute performance red industry together.
INV-000463,10,Abbott-Munoz,79,Jessica Holmes,7,Legal,2024-03-02,7791.6,USD,Credit Card,Responsibility brother box blood cup current enjoy.
INV-000464,31,Burton Ltd,36,Julia Torres,2,Legal,2024-06-10,3718.25,USD,Wire,Win group important civil nature travel read.
INV-000465,26,Wilkerson-Day,70,Shannon Jones,5,Sales,2024-10-22,2228.71,USD,Check,Former able public trade structure protect chance.
INV-000466,44,Allen-Allen,89,Danny Morgan,1,Operations,2024-08-22,7761.28,USD,ACH,Single avoid rich toward.
INV-000467,25,"Walter, Edwards and Rios",34,Kelly Donovan,3,Finance,2024-06-15,5814.27,USD,Wire,Lead with enough anyone spend.
INV-000468,24,Morales-Jones,52,Daniel Baker,4,Marketing,2024-08-05,1847.3,USD,ACH,System growth quality.
INV-000469,37,Smith-Bowen,49,Sarah Moore,2,Legal,2024-02-21,6863.26,USD,ACH,School believe serve animal system professional.
INV-000470,31,Burton Ltd,69,Patricia Rodriguez,3,Legal,2024-03-31,4500.0,USD,Check,Forget thus western environmental.
INV-000471,20,"Reid, Ferguson and Sanchez",33,Richard Rodriguez,7,Operations,2024-01-07,2517.23,USD,Credit Card,Head garden box hundred.
INV-000472,29,"Ross, Robinson and Bright",33,John Whitehead,1,Finance,2024-05-13,7448.49,USD,Credit Card,Even history surface son power someone both.
INV-000473,23,Perez Inc,23,Stephanie Manning,3,Sales,2024-11-06,8675.01,USD,Wire,Word such billion treat.
INV-000474,44,Allen-Allen,81,James Brown,7,Marketing,2024-08-16,5109.34,USD,Wire,Soon question consider here grow agreement range.
INV-000475,27,Baker and Sons,44,Lisa Barnes,3,Sales,2024-10-19,6316.42,USD,Wire,Low maintain thought key.
INV-000476,46,Spence PLC,47,Joyce Solis,5,HR,2024-11-26,2682.05,USD,Check,Energy fire relate question.
INV-000477,27,Baker and Sons,96,Angel Perry,6,Engineering,2024-01-12,1681.51,USD,ACH,Rich difference what their mind read peace.
INV-000478,11,Blair PLC,98,Victoria Garcia,1,Sales,2024-01-28,69.45,USD,ACH,Product eat generation put his stuff.
INV-000479,6,"Gardner, Robinson and Lawrence",81,Tracy House,2,HR,2024-07-18,6551.78,USD,ACH,Throughout party activity various measure light many.
INV-000480,2,Doyle Ltd,70,Zachary Ferrell,5,Finance,2024-07-01,361.2,USD,ACH,Avoid man drive wife.
INV-000481,45,"Arroyo, Miller and Tucker",73,Marc Moore,5,Operations,2024-10-29,5397.48,USD,Wire,Medical nearly her.
INV-000482,23,Perez Inc,34,William Baker,3,Engineering,2024-04-26,4821.7,USD,Credit Card,Bad know of because material.
INV-000483,34,Frazier Inc,97,Shannon Walker,3,Engineering,2024-03-10,95.18,USD,Check,Budget market president bill include news.
INV-000484,19,"Adams, Zuniga and Wong",56,Sandra Aguilar,2,Marketing,2024-01-04,5974.07,USD,Check,Stay social white.
INV-000485,25,"Walter, Edwards and Rios",79,David Alvarez,6,Sales,2024-02-10,2213.72,USD,Wire,Three none pressure lay future.
INV-000486,42,George Group,38,Jessica Callahan,6,Finance,2024-05-17,7431.84,USD,Check,Staff such forward.
INV-000487,18,"Flowers, Martin and Kelly",24,Donald Wright,3,Sales,2024-09-08,300.0,USD,ACH,Outside respond guy laugh best probably able great.
INV-000488,46,Spence PLC,44,Christine Wright,3,Legal,2024-01-05,4389.78,USD,Check,Natural hear blood to manage.
INV-000489,24,Morales-Jones,8,Zachary Ferrell,7,Finance,2024-01-17,4642.21,USD,Credit Card,Blood particularly could us hotel lead.
INV-000490,35,"Dyer, Potter and Mack",2,Amber Kidd,7,Operations,2024-04-08,4706.77,USD,ACH,Response blue increase unit study.
INV-000491,25,"Walter, Edwards and Rios",95,Kathy Rivas,1,HR,2024-08-14,7714.54,USD,ACH,But through leader operation mean white above save.
INV-000492,31,Burton Ltd,96,Larry Dixon,5,Engineering,2024-06-08,3897.34,USD,Wire,Very stuff lot meet TV concern official.
INV-000493,31,Burton Ltd,31,Dustin Jordan,4,Sales,2024-04-11,3400.0,USD,Credit Card,Billion price paper focus.
INV-000494,11,Blair PLC,89,Richard Rodriguez,6,HR,2024-10-26,52.06,USD,ACH,Industry participant realize eat huge garden.
INV-000495,24,Morales-Jones,98,Elizabeth Kelley,1,Engineering,2024-05-07,3100.0,USD,Wire,Laugh card include record security.
INV-000496,42,George Group,83,Victoria Larson,3,Legal,2024-10-01,1200.0,USD,Check,Successful natural finish say network.
INV-000497,47,Anderson Group,6,Julia Torres,6,Finance,2024-12-18,1937.72,USD,Wire,Cut person fact generation public.
INV-000498,35,"Dyer, Potter and Mack",60,Daniel Baker,7,Legal,2024-04-07,6973.41,USD,ACH,Mean reason follow break.
INV-000499,5,"Guzman, Hoffman and Baldwin",1,Stephanie Manning,6,HR,2024-08-18,5316.06,USD,Check,No old wall report purpose throw.
INV-000500,47,Anderson Group,42,Patricia Rodriguez,1,Operations,2024-01-10,1863.49,USD,Check,Experience suggest space mission agent certainly prove.
INV-000501,13,Arnold Ltd,53,Mary Marshall,3,Engineering,2024-09-11,5245.46,USD,Credit Card,Environment size worker raise chair.
INV-000502,34,Frazier Inc,63,Amy Silva,1,Engineering,2024-01-23,4400.0,USD,Check,Real far send allow.
INV-000503,43,Rodriguez LLC,78,David Douglas Jr.,1,Engineering,2024-11-15,4904.2,USD,ACH,Bill test science ten score night down.
INV-000504,42,George Group,96,Christine Wright,7,Sales,2024-02-10,4919.14,USD,Credit Card,Realize another high indicate small.
INV-000505,40,"Romero, Gonzalez and Brooks",28,William Herrera,1,Engineering,2024-01-21,2665.5,USD,ACH,Whole approach season data than team.
INV-000506,35,"Dyer, Potter and Mack",23,Kenneth Scott,6,HR,2024-04-08,3859.46,USD,Check,Stop treatment relate positive sense national.
INV-000507,48,"Martin, Rose and Obrien",55,Donald Wright,2,Legal,2024-11-22,1064.09,USD,ACH,Cultural right cover large work avoid while same.
INV-000508,36,Rodriguez-Graham,46,Matthew Mcmillan,5,Sales,2024-06-21,4021.56,USD,Wire,Help investment news candidate.
INV-000509,27,Baker and Sons,70,Megan Young,4,Legal,2024-08-08,7644.2,USD,Wire,Suffer accept letter visit always up others similar.
INV-000510,24,Morales-Jones,3,William Herrera,2,Sales,2024-08-17,300.0,USD,Credit Card,Past product make of group six fish detail.
INV-000511,20,"Reid, Ferguson and Sanchez",36,Larry Dixon,5,HR,2024-04-19,4100.0,USD,ACH,Minute skill city myself.
INV-000512,7,Blake and Sons,32,Lisa Barnes,3,Legal,2024-07-01,386.99,USD,Wire,Begin determine degree forward guess despite.
INV-000513,6,"Gardner, Robinson and Lawrence",62,Brittney Phillips,4,Legal,2024-10-18,5709.17,USD,Credit Card,Most you statement wonder across protect knowledge toward.
INV-000514,39,Harrell LLC,8,Kathy Rivas,3,Sales,2024-01-20,6426.12,USD,Check,Truth during always those high someone box either.
INV-000515,27,Baker and Sons,78,Danny Morgan,6,Legal,2024-03-02,9303.16,USD,Check,Agency might side method meet.
INV-000516,4,Davis and Sons,90,Steve Sanchez,2,Engineering,2024-01-22,3054.79,USD,Check,Analysis together court message way cold what.
INV-000517,29,"Ross, Robinson and Bright",51,James Brown,2,Sales,2024-10-21,7530.87,USD,Credit Card,Mouth phone decision picture defense rate structure.
INV-000518,31,Burton Ltd,56,Stephanie Manning,6,Marketing,2024-01-26,5718.69,USD,ACH,Mrs reflect wish simple position.
INV-000519,31,Burton Ltd,95,Ashley Waller,2,Marketing,2024-09-06,5597.37,USD,Credit Card,Section child learn forward.
INV-000520,18,"Flowers, Martin and Kelly",53,Richard Henson,3,Sales,2024-06-14,7769.95,USD,ACH,Available concern edge audience.
INV-000521,21,Gray-Mayo,57,Megan Orr,2,Finance,2024-01-20,3451.8,USD,Credit Card,Treat imagine later identify first.
INV-000522,15,Williams and Sons,95,Timothy Duncan,2,HR,2024-07-10,2004.86,USD,ACH,Pull movement political peace series one.
INV-000523,19,"Adams, Zuniga and Wong",43,Angela Lopez,6,HR,2024-12-21,147.2,USD,ACH,Group me face rate.
INV-000524,14,"Mcclure, Ward and Lee",89,Angel Perry,6,Engineering,2024-05-12,5468.78,USD,Check,Beat she join house produce listen mouth carry.
INV-000525,38,"Baker, Mason and White",35,Timothy Duncan,4,Operations,2024-01-13,1100.0,USD,Credit Card,Someone support far plant fear thought.
INV-000526,5,"Guzman, Hoffman and Baldwin",14,Crystal Robinson,3,Legal,2024-05-18,3892.57,USD,Check,Whatever action themselves center among of.
INV-000527,15,Williams and Sons,69,Gerald Hensley,2,Marketing,2024-09-17,1600.0,USD,Check,Mr water fight security tough gas.
INV-000528,36,Rodriguez-Graham,21,Crystal Robinson,3,Operations,2024-01-20,9264.24,USD,Wire,Town surface central contain pattern education.
INV-000529,23,Perez Inc,8,Elizabeth Kelley,3,Finance,2024-04-30,6256.06,USD,Credit Card,Consider son system surface.
INV-000530,36,Rodriguez-Graham,12,Christopher Rubio,4,HR,2024-04-25,9491.67,USD,ACH,Leave near fact attack better rise maintain.
INV-000531,27,Baker and Sons,58,Jeffrey Chandler,2,Marketing,2024-03-19,2411.2,USD,ACH,Ground provide doctor expect attorney cover.
INV-000532,38,"Baker, Mason and White",68,Carol Tucker,4,Legal,2024-04-13,5418.12,USD,ACH,Late pattern figure once not hair first.
INV-000533,42,George Group,16,Lauren Daniels,3,Legal,2024-03-21,9330.97,USD,ACH,Collection finish size Republican political everybody.
INV-000534,47,Anderson Group,57,Joyce Solis,7,Operations,2024-06-12,304.54,USD,Wire,Care run there leg grow figure.
INV-000535,10,Abbott-Munoz,78,April Frost,5,Marketing,2024-02-24,4900.0,USD,ACH,Board population bank exactly step through cultural.
INV-000536,15,Williams and Sons,84,Deborah Figueroa,2,Legal,2024-01-28,4200.0,USD,Check,Baby away affect medical all old if operation.
INV-000537,32,Carlson-Cruz,53,Steve Sanchez,6,Operations,2024-03-24,63.22,USD,ACH,Necessary myself your.
INV-000538,49,Hickman Ltd,63,David Alvarez,3,Legal,2024-03-31,2053.58,USD,Check,President chance hotel through operation tax card.
INV-000539,16,Galloway-Wyatt,51,Cameron Fisher,6,HR,2024-01-22,4281.28,USD,Credit Card,Member however maybe production summer southern pass.
INV-000540,34,Frazier Inc,51,Amber Wright,1,HR,2024-08-21,5000.0,USD,Check,Serious cell city not.
INV-000541,34,Frazier Inc,100,Shirley Suarez,4,Marketing,2024-01-26,7653.95,USD,Check,Process whose save low grow despite maintain.
INV-000542,19,"Adams, Zuniga and Wong",83,Sierra Johnson,1,Operations,2024-01-28,6135.21,USD,Credit Card,Enough doctor protect military.
INV-000543,12,Dudley Group,4,Brittney Phillips,4,HR,2024-12-22,7789.52,USD,ACH,Hold truth thing always possible billion.
INV-000544,30,"Snyder, Campos and Callahan",92,Christopher Rubio,1,Engineering,2024-06-14,910.89,USD,Credit Card,Plant event score official now heavy her.
INV-000545,46,Spence PLC,79,Jordan Henderson,4,HR,2024-01-27,4499.49,USD,Check,President structure might heavy trade might good test.
INV-000546,3,"Mcclain, Miller and Henderson",19,Brittney Phillips,7,Operations,2024-06-20,7684.92,USD,Credit Card,Society thought according think key discover method.
INV-000547,27,Baker and Sons,26,Jessica Holmes,5,Legal,2024-08-16,3087.54,USD,Wire,Deep cost gun response brother.
INV-000548,1,"Rodriguez, Figueroa and Sanchez",76,Rebecca Jackson,4,Finance,2024-09-12,4400.0,USD,Check,Increase form box push look.
INV-000549,29,"Ross, Robinson and Bright",27,Timothy Duncan,2,Marketing,2024-01-20,803.26,USD,Credit Card,Claim street against amount of claim picture always.
INV-000550,42,George Group,39,Denise Jacobs,1,Engineering,2024-03-15,3496.71,USD,Credit Card,Chair coach two might if wide point.
INV-000551,27,Baker and Sons,77,Michelle Harmon,7,HR,2024-03-23,9937.41,USD,ACH,Water describe paper likely loss.
INV-000552,30,"Snyder, Campos and Callahan",49,Brent Jordan,7,Finance,2024-07-03,1600.0,USD,Credit Card,Store over some star consider.
INV-000553,19,"Adams, Zuniga and Wong",68,Angela Lopez,6,Marketing,2024-03-03,4713.46,USD,Credit Card,Enough right garden law opportunity discover history.
INV-000554,7,Blake and Sons,91,Shirley Suarez,4,HR,2024-11-18,3600.0,USD,Wire,Admit mission training range.
INV-000555,17,James Group,81,Crystal Johnson,4,Legal,2024-11-15,2900.0,USD,ACH,Painting concern top outside.
INV-000556,40,"Romero, Gonzalez and Brooks",16,Amber Wright,7,Marketing,2024-05-28,200.0,USD,Check,Me brother lot candidate owner still to.
INV-000557,27,Baker and Sons,37,Michael Evans,7,Engineering,2024-06-28,59.86,USD,Wire,Miss have analysis morning director sort.
INV-000558,20,"Reid, Ferguson and Sanchez",73,Cameron Fisher,1,Legal,2024-06-14,1700.0,USD,ACH,Go source traditional student office international.
INV-000559,13,Arnold Ltd,5,Mary Marshall,2,Finance,2024-06-22,3311.84,USD,ACH,Local discussion teacher exist theory.
INV-000560,41,Ryan PLC,96,Richard Aguirre,7,HR,2024-10-01,4611.57,USD,Wire,Election accept season according mission mind.
INV-000561,37,Smith-Bowen,46,Brent Jordan,2,Sales,2024-06-10,2900.0,USD,Credit Card,Pressure reach firm gun choice prepare.
INV-000562,22,"Watts, Robinson and Nguyen",24,Michelle Evans,1,Legal,2024-11-16,9836.35,USD,Wire,End movie north partner yeah.
INV-000563,46,Spence PLC,39,Megan Young,5,Sales,2024-01-27,4400.0,USD,ACH,Sense including six lot have never.
INV-000564,8,"Henderson, Ramirez and Lewis",4,Shannon Walker,5,Marketing,2024-01-20,3748.41,USD,ACH,Write officer similar huge catch.
INV-000565,22,"Watts, Robinson and Nguyen",13,William Herrera,6,Marketing,2024-09-25,9237.13,USD,ACH,Security land record class.
INV-000566,47,Anderson Group,88,Michelle Evans,7,Engineering,2024-07-17,95.68,USD,Wire,Meet skill song pass range.
INV-000567,30,"Snyder, Campos and Callahan",74,Stephanie Salazar,3,Operations,2024-02-22,8892.97,USD,ACH,Claim who accept.
INV-000568,21,Gray-Mayo,16,Zachary Ferrell,2,Marketing,2024-05-26,2013.55,USD,Wire,Statement likely outside because.
INV-000569,8,"Henderson, Ramirez and Lewis",35,James Brown,6,Legal,2024-11-14,2800.0,USD,Wire,Develop bag also his worker.
INV-000570,37,Smith-Bowen,7,Tracy House,1,Finance,2024-02-06,2455.8,USD,Credit Card,Prevent expert white arm similar compare manager action.
